"date","facility","form","location","qty","book_value"
2021-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2021-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2021-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2021-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2021-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2021-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2021-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2021-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2021-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2021-12-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2021-12-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2021-12-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2021-12-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2021-12-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2021-12-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2021-12-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2021-12-30,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-02-28,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-02-28,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-02-28,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-02-28,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-02-28,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-02-28,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-02-28,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-02-28,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",2393.352,101052.57
2022-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73472.281,3102161.35
2022-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",357.238,15083.36
2022-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2022-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2022-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2022-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2022-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2022-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2022-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2022-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2022-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2022-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2022-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2022-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2022-12-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2022-12-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2022-12-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2022-12-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2022-12-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2022-12-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2022-12-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2022-12-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-02-28,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-02-28,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-02-28,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-02-28,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-02-28,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-02-28,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-02-28,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-02-28,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-04-28,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-04-28,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-04-28,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-04-28,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-04-28,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-04-28,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-04-28,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-04-28,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-06-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-06-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-06-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-06-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-06-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-06-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-06-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-06-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-07-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-07-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-07-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-07-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-07-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-07-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-07-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-07-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-08-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-08-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-08-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-08-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-08-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-08-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-08-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-08-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-09-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-09-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-09-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-09-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-09-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-09-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-09-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-09-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-10-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-10-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-10-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-10-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-10-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-10-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-10-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-10-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-11-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-11-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-11-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-11-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-11-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-11-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-11-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-11-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2023-12-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2023-12-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2023-12-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2023-12-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2023-12-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2023-12-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2023-12-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2023-12-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2024-01-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2024-01-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2024-01-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2024-01-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2024-01-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2024-01-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2024-01-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2024-01-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2024-02-29,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2024-02-29,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2024-02-29,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2024-02-29,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2024-02-29,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2024-02-29,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2024-02-29,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2024-02-29,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2024-03-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2024-03-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2024-03-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2024-03-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2024-03-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2024-03-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2024-03-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2024-03-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2024-04-30,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2024-04-30,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2024-04-30,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2024-04-30,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2024-04-30,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2024-04-30,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2024-04-30,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2024-04-30,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
2024-05-31,"Mint - Deep Storage","Gold Bullion","Denver, CO",43853707.279,1851599995.81
2024-05-31,"Mint - Deep Storage","Gold Bullion","Fort Knox, KY",147341858.382,6221097412.78
2024-05-31,"Mint - Deep Storage","Gold Bullion","West Point, NY",54067331.379,2282841677.17
2024-05-31,"Mint - Working Stock","Gold Coins","Miscellaneous",2783218.656,117513614.74
2024-05-31,"Federal Reserve Bank","Gold Bullion","FRB - NY Vault",13376987.724,564805851.07
2024-05-31,"Federal Reserve Bank","Gold Bullion","FRB - Display",1993.321,84162.4
2024-05-31,"Federal Reserve Bank","Gold Coins","FRB - NY Vault",73452.066,3101307.82
2024-05-31,"Federal Reserve Bank","Gold Coins","FRB - Display",377.434,15936.11
